,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
10483,25650825REUC00053,190000.0,190000.0,60,M,1987-07-04,พนักงานบริษัท,20000.0,PU,NISSAN,FRONTIER NAVARA,2014,AT,270000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,36,9,0
10484,25650824REUM00050,36000.0,36000.0,36,M,1989-08-23,พนักงานบริษัท,23000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,34,4,0
10489,25650825REUM00041,50000.0,48996.39,36,M,1986-12-31,อื่นๆ,20000.0,MC,HONDA,PCX 150I,2020,CP,76500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,37,3,0
10490,25650825ULCR00091,77000.0,77000.0,60,M,1991-01-23,STREET VENDOR,30000.0,CAR,HONDA,CIVIC,2004,AQ,160000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,32,19,0
10505,25650825ULMB00099,17000.0,16940.44,12,M,1977-02-02,พนักงานรัฐวิสาหกิจ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2022-08-25,S1,PL,APPLICATION_COMPLETED,46,11,0
10514,25650825ULMB00103,22500.0,22500.0,36,M,1982-08-16,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,41,11,0
10517,25650825ULCR00120,130000.0,130000.0,60,F,1989-03-18,STREET VENDOR,15000.0,CAR,NISSAN,MARCH,2011,AV,185500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,34,12,0
10518,25650825REUC00073,39000.0,36431.33,24,F,1981-09-01,STREET VENDOR,30000.0,CAR,CHEVROLET,AVEO,2011,BW,128000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,42,12,0
10524,25650825ULCR00101,160000.0,156865.45,36,M,1981-05-03,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2010,EA,247500,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,42,13,0
10525,25650825ULMB00109,33500.0,33500.0,36,M,1969-05-18,STREET VENDOR,25000.0,MC,YAMAHA,EXCITER 150,2019,CW,45000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,54,4,0
10544,25650825ULCR00131,169000.0,169000.0,60,F,1992-03-02,พนักงานรัฐวิสาหกิจ,13285.0,PU,TOYOTA,HILUX VIGO,2011,ES,241500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,12,0
10551,25650825ULMB00120,30000.0,28242.83,24,M,1984-07-12,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,39,6,0
10562,25650825ULMB00130,12000.0,11988.0,12,F,1967-05-10,STREET VENDOR,30000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-08-25,S1,PL,APPLICATION_COMPLETED,56,15,0
10573,25650825ULCR00138,80000.0,80000.0,60,F,1985-06-19,STREET VENDOR,30000.0,CAR,HONDA,CITY,2002,CV,120500,S1,2022-08-25,S1,PL,APPLICATION_COMPLETED,38,21,0
10578,25650825REUM00021,33000.0,33000.0,36,F,1981-07-07,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,42,3,0
10587,25650825ULCR00151,157500.0,157500.0,60,M,1982-05-27,อื่นๆ,45000.0,CAR,NISSAN,ALMERA,2015,AF,225000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,8,0
10589,25650825ULMB00163,24000.0,24000.0,36,F,1977-05-21,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2014,CI,36000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,46,9,0
10602,25650825REUM00055,35000.0,34618.31,24,F,1992-12-11,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2020,AJ,47000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,31,3,0
10624,25650825ULMB00172,27000.0,27000.0,36,M,1992-08-06,อื่นๆ,13500.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,8,0
10646,25650826ULMB00030,31000.0,29156.88,36,M,1985-08-06,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,38,5,0
10648,25650826REUC00009,230000.0,230000.0,60,M,1966-05-01,อื่นๆ,30000.0,PU,FORD,RANGER,2014,BY,333500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,57,9,0
10667,25650826ULMB00043,17500.0,17500.0,36,F,1992-10-08,พนักงานบริษัท,16500.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,13,0
10678,25650826ULMB00057,28000.0,28000.0,24,F,1986-02-25,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,37,11,0
10687,25650826ULMB00062,25000.0,24923.84,36,F,1965-08-19,อื่นๆ,14500.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,58,7,0
10735,25650826ULMB00086,15000.0,13010.76,18,M,1955-08-28,STREET VENDOR,20000.0,MC,YAMAHA,FILANO,2011,AG,21500,S1,2022-08-26,S1,PL,APPLICATION_COMPLETED,68,12,0
10746,25650826ULCR00057,200000.0,200000.0,60,F,1971-01-24,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2011,EN,313000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,52,12,0
10753,25650826ULMB00098,30000.0,29286.52,36,F,1968-08-22,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-08-26,S1,PL,APPLICATION_COMPLETED,55,7,0
10757,25650826ULCR00085,150000.0,150000.0,48,F,1997-12-08,อื่นๆ,30000.0,PU,NISSAN,FRONTIER NAVARA,2009,CT,229500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,26,14,0
10784,25650826ULMB00109,25000.0,25000.0,18,F,1989-10-31,อื่นๆ,18000.0,MC,GPX,DEMON 150,2019,AF,36500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,34,4,0
10804,25650826REUM00042,12500.0,12500.0,24,F,1984-01-20,STREET VENDOR,8000.0,MC,HONDA,CLICK 110I,2010,AE,17000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,39,13,0
10805,25650826ULMB00046,29000.0,28661.79,36,F,1964-02-06,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-26,S1,PL,APPLICATION_COMPLETED,59,7,0
10852,25650826ULMB00158,15600.0,14179.81,24,M,1993-09-24,อื่นๆ,15000.0,MC,KAWASAKI,NEW KSR 110 PRO,2014,AM,24000,S1,2022-08-26,S1,PL,APPLICATION_COMPLETED,30,9,0
10855,25650826ULCR00112,20000.0,20000.0,18,M,1976-11-11,อื่นๆ,9500.0,CAR,HONDA,ACCORD,1994,AJ,77000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,47,29,0
10864,25650826REUC00118,207000.0,207000.0,60,M,1971-01-12,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2007,DC,260000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,52,16,0
10873,25650827REUM00005,23000.0,22930.11,36,F,1996-06-02,เกษตรกร,9000.0,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,27,6,0
10879,25650827ULCR00024,97900.0,95572.05,48,M,1963-12-05,ข้าราชการ,60000.0,VAN,FOTON,VIEW,2015,AC,430000,S1,2022-08-27,S1,PL,APPLICATION_COMPLETED,60,8,0
10896,25650827ULCR00007,280000.0,280000.0,60,F,1981-07-21,พนักงานบริษัท,30000.0,CAR,TOYOTA,CAMRY,2010,AH,371000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,42,13,0
10925,25650827ULMB00038,27000.0,26751.56,12,F,1983-12-06,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,40,6,0
10927,25650827ULMB00051,28000.0,27854.24,36,F,1990-03-31,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,33,6,0
10930,25650827REUM00016,33000.0,33000.0,36,F,1995-07-24,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,28,3,0
10938,25650827ULCR00035,225000.0,225000.0,60,F,1994-05-23,อื่นๆ,36000.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,29,13,0
10947,25650827ULMB00041,20000.0,19187.74,24,M,1972-12-20,STREET VENDOR,20000.0,MC,HONDA,MOOVE 110I,2014,AZ,27000,S1,2022-08-27,S1,PL,APPLICATION_COMPLETED,51,9,0
10951,25650827ULCR00066,167600.0,167600.0,60,F,1979-06-29,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2010,DY,236500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,44,13,0
10961,25650827ULMB00068,16000.0,16000.0,12,M,1983-08-09,อื่นๆ,25000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,40,12,0
10975,25650827ULCR00102,190000.0,190000.0,60,M,1958-05-31,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2013,AQ,275000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,65,10,0
10983,25650827ULMB00062,8500.0,8500.0,12,F,1983-12-05,พนักงานบริษัท,12000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,40,15,0
11021,25650827ULMB00081,15000.0,15000.0,24,M,1994-03-15,STREET VENDOR,18000.0,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,29,9,0
11063,25650828ULCR00012,150000.0,150000.0,60,F,1990-09-05,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2003,AJ,193500,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,33,20,0
11124,25650826REUC00121,115000.0,115000.0,60,F,1983-08-27,อื่นๆ,15000.0,MC,HONDA,CBR 300,2017,AW,63000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,40,6,0
11126,25650827REUC00009,270000.0,270000.0,60,M,1981-05-20,STREET VENDOR,60000.0,PU,ISUZU,D-MAX,2009,BM,336000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,42,14,0
11136,25650829ULMB00002,27000.0,26911.19,18,M,1990-06-13,พนักงานรัฐวิสาหกิจ,16000.0,CAR,HONDA,CR-V,2003,BJ,156500,S1,2022-08-29,S1,PL,APPLICATION_COMPLETED,33,20,0
11137,25650829ULMB00006,25000.0,23322.17,30,F,1968-10-03,เกษตรกร,10000.0,MC,YAMAHA,FINN 115I,2022,AH,39000,S1,2022-08-29,S1,PL,APPLICATION_COMPLETED,55,1,0
11138,25650829ULMB00005,17600.0,16420.63,18,F,1971-12-17,อื่นๆ,7800.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-08-29,S1,PL,APPLICATION_COMPLETED,52,13,0
11169,25650829ULMB00038,15000.0,14962.88,18,F,1970-04-19,อื่นๆ,15000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,53,11,0
11197,25650829ULMB00040,28200.0,28200.0,18,F,1987-09-26,STREET VENDOR,60000.0,CAR,TOYOTA,WISH,2005,ER,259000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,36,18,0
11217,25650829ULMB00060,18000.0,17984.29,24,M,1976-12-07,STREET VENDOR,20000.0,MC,YAMAHA,GT 125,2016,CP,24000,S1,2022-08-29,S1,PL,APPLICATION_COMPLETED,47,7,0
11233,25650829ULMB00066,7000.0,6855.31,18,M,1981-05-01,STREET VENDOR,12000.0,MC,HONDA,CLICK 110,2008,AB,14000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,42,15,0
11257,25650829ULMB00087,24000.0,24000.0,24,M,1993-10-24,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,30,10,0
11260,25650829ULMB00086,33700.0,33700.0,36,M,1964-06-10,อื่นๆ,13000.0,MC,HONDA,DREAM 110,2016,CB,45000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,59,7,0
11271,25650829ULCR00083,19000.0,19000.0,36,M,1994-07-11,เกษตรกร,12000.0,CAR,PROTON,SAVVY,2007,AG,63500,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,29,16,0
11286,25650829ULCR00109,270000.0,270000.0,36,M,1976-03-28,เกษตรกร,40000.0,PU,TOYOTA,HILUX REVO,2015,EI,387500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,47,8,0
11292,25650829ULMB00098,17000.0,17000.0,36,F,1984-12-30,พนักงานบริษัท,15000.0,MC,HONDA,MSX 125,2013,AQ,23500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,39,10,0
11311,25650829ULMB00109,26000.0,26000.0,24,M,1977-02-18,STREET VENDOR,30000.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,46,7,0
11360,25650829ULMB00125,10000.0,10000.0,12,M,1980-07-23,อื่นๆ,20000.0,MC,GPX,CR5 200,2017,AH,14500,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,43,6,0
11396,25650829REUC00136,153000.0,153000.0,60,M,1986-02-14,อื่นๆ,16000.0,CAR,TOYOTA,COROLLA ALTIS,2010,EM,235500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,37,13,0
11401,25650829ULMB00153,30000.0,29578.15,36,M,1967-04-22,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,56,6,0
11410,25650829REUC00135,140000.0,140000.0,60,M,1983-06-03,อื่นๆ,15000.0,PU,TOYOTA,HILUX TIGER,2004,BU,201000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,40,19,0
11425,25650829ULMB00141,28000.0,27741.45,36,M,1976-09-24,พนักงานบริษัท,29000.0,MC,YAMAHA,GRAND FILANO 125,2017,AR,38000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,47,6,0
11495,25650830REUM00004,25000.0,23726.2,36,F,1965-03-18,เกษตรกร,14000.0,MC,HONDA,WAVE 110 I,2011,AQ,34000,S1,2022-08-30,S1,PL,APPLICATION_COMPLETED,58,12,0
11524,25650830ULMB00017,16500.0,16054.11,36,M,1987-04-01,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2008,AO,22000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,36,15,0
11536,25650830ULMB00041,16500.0,16500.0,12,M,1984-12-10,อื่นๆ,17000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,39,12,0
11560,25650830ULMB00056,31500.0,31500.0,18,M,2002-04-01,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,21,5,0
11573,25650830ULMB00037,50000.0,50000.0,36,M,1998-07-05,ข้าราชการ,15000.0,MC,HONDA,REBEL 300,2017,BV,84000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,25,6,0
11575,25650830REUM00019,26000.0,25913.83,36,M,1986-09-08,พนักงานบริษัท,23000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,37,10,0
11578,25650830REUM00018,24800.0,23496.67,24,F,1978-04-22,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,45,4,0
11579,25650830ULMB00076,7000.0,6558.9,12,M,1995-12-07,อื่นๆ,15000.0,MC,HONDA,WAVE 125,2005,AE,23000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,28,18,0
11593,25650830ULMB00085,32400.0,32400.0,36,M,1991-09-15,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,32,5,0
11608,25650830ULCR00078,188000.0,188000.0,36,F,1979-01-23,STREET VENDOR,50000.0,CAR,TOYOTA,VIOS,2013,DU,290000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,44,10,0
11615,25650830REUM00026,27000.0,26985.89,36,F,1979-10-16,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,44,11,0
11623,25650830ULMB00082,18500.0,17438.96,24,F,1976-02-14,STREET VENDOR,8000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-08-30,S1,PL,APPLICATION_COMPLETED,47,5,0
11656,25650830ULMB00098,15000.0,14933.86,36,F,1982-09-29,ข้าราชการ,11000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S1,2022-08-30,S1,PL,APPLICATION_COMPLETED,41,9,0
11670,25650830ULMB00112,20000.0,19225.87,24,F,1989-08-25,พนักงานบริษัท,14000.0,MC,GPX,DEMON 150,2020,AB,31000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,34,3,0
11693,25650830REUM00044,28500.0,28438.92,36,F,1985-07-21,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,2022-08-30,S1,PL,APPLICATION_COMPLETED,38,8,0
11721,25650830REUC00116,270000.0,270000.0,60,M,1984-08-18,อื่นๆ,25000.0,PU,MITSUBISHI,TRITON,2015,AD,474500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,8,0
11723,25650830ULMB00123,15200.0,14034.92,12,F,1989-05-04,STREET VENDOR,20000.0,MC,HONDA,MSX 125,2013,AQ,23500,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,34,10,0
11736,25650830ULMB00120,100000.0,100000.0,30,M,2000-07-09,พนักงานบริษัท,13000.0,MC,YAMAHA,X-MAX 300,2019,CF,133000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,23,4,0
11739,25650830ULMB00137,19000.0,18949.23,18,M,1995-05-02,พนักงานบริษัท,15000.0,MC,YAMAHA,GT 125,2018,AA,26000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,28,5,0
11753,25650830REUM00063,31000.0,30283.96,24,F,1960-04-07,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,63,4,0
11764,25650830ULMB00155,33000.0,32985.95,36,M,1982-03-04,STREET VENDOR,50000.0,MC,HONDA,LEAD 125,2021,CT,44000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,41,2,0
11767,25650830ULMB00158,19000.0,19000.0,18,F,1993-09-15,STREET VENDOR,30000.0,MC,YAMAHA,FINO (MLEKE),2013,AE,25500,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,30,10,0
11769,25650830REUM00069,33000.0,33000.0,36,F,1995-03-18,STREET VENDOR,9000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,28,4,0
11795,25650831ULMB00013,14000.0,12859.98,18,M,1991-10-29,พนักงานรัฐวิสาหกิจ,9000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,32,16,0
11803,25650831ULCR00002,28800.0,28716.61,12,F,1970-04-11,STREET VENDOR,35000.0,CAR,NISSAN,CEFIRO,1999,DD,96000,S1,2022-08-31,S1,PL,APPLICATION_COMPLETED,53,24,0
11820,25650831ULMB00031,39700.0,39700.0,36,F,1998-11-13,อื่นๆ,7500.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,25,6,0
11851,25650831ULMB00062,28000.0,27075.97,18,F,1987-08-03,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,36,8,0
11866,25650831REUM00016,12000.0,12000.0,18,F,1992-07-04,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 110I,2008,AW,16000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,31,15,0
11880,25650831ULMB00075,28000.0,27886.03,12,M,1966-07-17,อื่นๆ,30000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,57,4,0
11951,25650831ULCR00077,68400.0,67484.99,24,M,1979-01-26,ข้าราชการ,32680.0,CAR,FORD,EVEREST,2005,BF,228000,S1,2023-01-08,S2,NPL,APPLICATION_COMPLETED,44,18,1
11977,25650830REUM00061,13000.0,13000.0,36,M,1987-11-05,อื่นๆ,18000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,36,16,0
11984,25650831ULMB00145,9000.0,8154.21,24,M,1974-04-15,อื่นๆ,15000.0,MC,YAMAHA,MIO 115,2010,AO,13000,S1,2022-08-31,S1,PL,APPLICATION_COMPLETED,49,13,0
12009,25650831ULCR00119,150000.0,150000.0,60,F,1985-07-18,STREET VENDOR,35000.0,CAR,TOYOTA,YARIS,2008,AV,200000,S1,2022-08-31,S1,PL,APPLICATION_COMPLETED,38,15,0
12010,25650831ULMB00158,25000.0,24895.06,36,F,1984-10-15,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,39,11,0
12013,25650831REUM00041,17300.0,17255.35,36,F,1979-01-28,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2009,AH,23000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,44,14,0
12016,25650831ULMB00155,12500.0,11805.74,24,F,1993-12-05,STREET VENDOR,40000.0,CAR,MITSUBISHI,ATTRAGE,2014,AB,207500,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,30,9,0
12022,25650831ULMB00159,30000.0,29148.42,36,M,1978-08-12,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,45,7,0
12049,25650831ULMB00135,9700.0,9700.0,12,M,1988-11-28,พนักงานบริษัท,13100.0,MC,YAMAHA,MIO 125,2011,AF,13000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,35,12,0
12050,25650831REUC00133,180000.0,179943.18,30,M,1995-12-03,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2005,CX,233500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,28,18,0
12081,25650901ULMB00023,20000.0,19854.92,12,M,1981-07-22,พนักงานบริษัท,15000.09,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-12-06,S2,PL,APPLICATION_COMPLETED,42,10,0
12170,25650901REUM00028,28000.0,27987.02,30,M,1977-12-31,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,46,7,0
12218,25650901REUC00093,80000.0,80000.0,36,M,1984-03-11,อาจารย์,21000.0,CAR,MITSUBISHI,LANCER,2007,AC,148500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,16,0
12223,25650901ULMB00097,15000.0,14640.38,24,F,1977-01-22,อื่นๆ,20000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,46,16,0
12279,25650901REUC00132,252000.0,249583.58,60,M,1991-09-01,อื่นๆ,18000.0,PU,NISSAN,NAVARA,2016,DW,360000,S1,2022-09-01,S1,PL,APPLICATION_COMPLETED,32,7,0
12281,25650901REUM00045,50000.0,49944.01,36,M,1966-03-30,อื่นๆ,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,57,3,0
12317,25650901REUM00052,13000.0,12673.6,30,M,1977-04-25,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-09-01,S1,PL,APPLICATION_COMPLETED,46,15,0
12324,25650901REUM00053,17000.0,16963.77,36,M,1993-07-23,อื่นๆ,7500.0,MC,SUZUKI,NEX,2012,AB,24500,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,30,11,0
12331,25650901ULMB00144,15000.0,14573.87,12,M,1989-09-10,พนักงานบริษัท,12500.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,34,12,0
12372,25650831REUM00048,27800.0,26638.27,24,F,1978-11-14,พนักงานบริษัท,33000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-09-01,S1,PL,APPLICATION_COMPLETED,45,4,0
12376,25650901REUC00193,290000.0,289154.77,60,F,1988-08-20,พนักงานบริษัท,15000.0,CAR,HONDA,JAZZ,2016,BH,388500,S1,2022-09-01,S1,PL,APPLICATION_COMPLETED,35,7,0
12401,25650902REUM00001,60000.0,60000.0,24,F,1985-05-10,พนักงานบริษัท,30000.0,MC,HONDA,PCX 160,2020,EK,93000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,3,0
12451,25650902REUM00022,12000.0,11955.27,12,F,1988-11-08,อื่นๆ,14000.0,MC,HONDA,CLICK 110I,2010,AC,18000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,35,13,0
12452,25650902ULMB00060,21000.0,20920.44,24,M,1981-02-24,พนักงานบริษัท,25000.0,MC,HONDA,SCOOPY,2012,BG,33000,S1,2022-09-02,S1,PL,APPLICATION_COMPLETED,42,11,0
12502,25650902ULMB00083,31000.0,31000.0,36,F,1980-04-30,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,43,6,0
12549,25650902ULCR00064,250000.0,250000.0,60,F,1997-03-22,STREET VENDOR,40000.0,CAR,TOYOTA,CAMRY,2009,AI,336500,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,26,14,0
12569,25650902ULCR00001,18200.0,18200.0,18,F,1988-08-05,STREET VENDOR,20000.0,CAR,HONDA,CITY,1997,AM,71500,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,35,26,0
12586,25650902ULMB00129,20000.0,19950.58,36,F,1985-11-16,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,16,0
12596,25650902ULCR00122,280000.0,280000.0,60,F,1987-02-25,พนักงานบริษัท,24000.0,PU,TOYOTA,HILUX VIGO,2010,DE,348500,S1,2022-09-02,S1,PL,APPLICATION_COMPLETED,36,13,0
